,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
0,-12366784.96,5469693.444,1925.0,0.3264384551411425,1.0,0.3152838427947598,-0.12278780396897282,-0.12278780396897286,0.984807753012208,10,225,1,rock1,Strat_Series,1,1,0.01
1,-12782109.82,5383667.221,1829.0,0.0036416574045926,0.932340801859084,0.2733624454148471,-0.12278780396897282,-0.12278780396897286,0.984807753012208,10,225,1,rock2,Strat_Series,2,2,0.01
2,-12786795.34,4657410.982,2432.0,0.0,0.361143868389423,0.5366812227074236,-0.12278780396897282,-0.12278780396897286,0.984807753012208,10,225,1,rock3,Strat_Series,3,3,0.01
